path,Statcast,PitchFX,Pre-tracking
liveData.boxscore.teams.away.players.ID455369.seasonStats.pitching.groundOuts,N/A,int,N/A
liveData.boxscore.teams.away.players.ID455369.seasonStats.pitching.groundOutsToAirouts,N/A,str,N/A
liveData.boxscore.teams.away.players.ID455369.seasonStats.pitching.hitBatsmen,N/A,int,N/A
liveData.boxscore.teams.away.players.ID455369.seasonStats.pitching.hitByPitch,N/A,int,N/A
liveData.boxscore.teams.away.players.ID455369.seasonStats.pitching.hits,N/A,int,N/A
liveData.boxscore.teams.away.players.ID455369.seasonStats.pitching.hitsPer9Inn,N/A,str,N/A
liveData.boxscore.teams.away.players.ID455369.seasonStats.pitching.holds,N/A,int,N/A
liveData.boxscore.teams.away.players.ID455369.seasonStats.pitching.homeRuns,N/A,int,N/A
liveData.boxscore.teams.away.players.ID455369.seasonStats.pitching.homeRunsPer9,N/A,str,N/A
liveData.boxscore.teams.away.players.ID455369.seasonStats.pitching.inheritedRunners,N/A,int,N/A
liveData.boxscore.teams.away.players.ID455369.seasonStats.pitching.inheritedRunnersScored,N/A,int,N/A
liveData.boxscore.teams.away.players.ID455369.seasonStats.pitching.inningsPitched,N/A,str,N/A
liveData.boxscore.teams.away.players.ID455369.seasonStats.pitching.intentionalWalks,N/A,int,N/A
liveData.boxscore.teams.away.players.ID455369.seasonStats.pitching.lineOuts,N/A,int,N/A
liveData.boxscore.teams.away.players.ID455369.seasonStats.pitching.losses,N/A,int,N/A
liveData.boxscore.teams.away.players.ID455369.seasonStats.pitching.numberOfPitches,N/A,int,N/A
liveData.boxscore.teams.away.players.ID455369.seasonStats.pitching.obp,N/A,str,N/A
liveData.boxscore.teams.away.players.ID455369.seasonStats.pitching.outs,N/A,int,N/A
liveData.boxscore.teams.away.players.ID455369.seasonStats.pitching.passedBall,N/A,int,N/A
liveData.boxscore.teams.away.players.ID455369.seasonStats.pitching.pickoffs,N/A,int,N/A
liveData.boxscore.teams.away.players.ID455369.seasonStats.pitching.pitchesPerInning,N/A,str,N/A
liveData.boxscore.teams.away.players.ID455369.seasonStats.pitching.popOuts,N/A,int,N/A
liveData.boxscore.teams.away.players.ID455369.seasonStats.pitching.rbi,N/A,int,N/A
liveData.boxscore.teams.away.players.ID455369.seasonStats.pitching.runs,N/A,int,N/A
liveData.boxscore.teams.away.players.ID455369.seasonStats.pitching.runsScoredPer9,N/A,str,N/A
liveData.boxscore.teams.away.players.ID455369.seasonStats.pitching.sacBunts,N/A,int,N/A
liveData.boxscore.teams.away.players.ID455369.seasonStats.pitching.sacFlies,N/A,int,N/A
liveData.boxscore.teams.away.players.ID455369.seasonStats.pitching.saveOpportunities,N/A,int,N/A
liveData.boxscore.teams.away.players.ID455369.seasonStats.pitching.saves,N/A,int,N/A
liveData.boxscore.teams.away.players.ID455369.seasonStats.pitching.shutouts,N/A,int,N/A
liveData.boxscore.teams.away.players.ID455369.seasonStats.pitching.stolenBasePercentage,N/A,str,N/A
liveData.boxscore.teams.away.players.ID455369.seasonStats.pitching.stolenBases,N/A,int,N/A
liveData.boxscore.teams.away.players.ID455369.seasonStats.pitching.strikeOuts,N/A,int,N/A
liveData.boxscore.teams.away.players.ID455369.seasonStats.pitching.strikePercentage,N/A,str,N/A
liveData.boxscore.teams.away.players.ID455369.seasonStats.pitching.strikeoutWalkRatio,N/A,str,N/A
liveData.boxscore.teams.away.players.ID455369.seasonStats.pitching.strikeoutsPer9Inn,N/A,str,N/A
liveData.boxscore.teams.away.players.ID455369.seasonStats.pitching.strikes,N/A,int,N/A
liveData.boxscore.teams.away.players.ID455369.seasonStats.pitching.triples,N/A,int,N/A
liveData.boxscore.teams.away.players.ID455369.seasonStats.pitching.walksPer9Inn,N/A,str,N/A
liveData.boxscore.teams.away.players.ID455369.seasonStats.pitching.whip,N/A,str,N/A
liveData.boxscore.teams.away.players.ID455369.seasonStats.pitching.wildPitches,N/A,int,N/A
liveData.boxscore.teams.away.players.ID455369.seasonStats.pitching.winPercentage,N/A,str,N/A
liveData.boxscore.teams.away.players.ID455369.seasonStats.pitching.wins,N/A,int,N/A
liveData.boxscore.teams.away.players.ID455369.status.code,N/A,str,N/A
liveData.boxscore.teams.away.players.ID455369.status.description,N/A,str,N/A
liveData.boxscore.teams.away.players.ID458731.allPositions.abbreviation,N/A,str,N/A
liveData.boxscore.teams.away.players.ID458731.allPositions.code,N/A,str,N/A
liveData.boxscore.teams.away.players.ID458731.allPositions.name,N/A,str,N/A
liveData.boxscore.teams.away.players.ID458731.allPositions.type,N/A,str,N/A
liveData.boxscore.teams.away.players.ID458731.battingOrder,N/A,str,N/A
liveData.boxscore.teams.away.players.ID458731.gameStatus.isCurrentBatter,N/A,bool,N/A
liveData.boxscore.teams.away.players.ID458731.gameStatus.isCurrentPitcher,N/A,bool,N/A
liveData.boxscore.teams.away.players.ID458731.gameStatus.isOnBench,N/A,bool,N/A
liveData.boxscore.teams.away.players.ID458731.gameStatus.isSubstitute,N/A,bool,N/A
liveData.boxscore.teams.away.players.ID458731.jerseyNumber,N/A,str,N/A
liveData.boxscore.teams.away.players.ID458731.parentTeamId,N/A,int,N/A
liveData.boxscore.teams.away.players.ID458731.person.fullName,N/A,str,N/A
liveData.boxscore.teams.away.players.ID458731.person.id,N/A,int,N/A
liveData.boxscore.teams.away.players.ID458731.person.link,N/A,str,N/A
liveData.boxscore.teams.away.players.ID458731.position.abbreviation,N/A,str,N/A
liveData.boxscore.teams.away.players.ID458731.position.code,N/A,str,N/A
liveData.boxscore.teams.away.players.ID458731.position.name,N/A,str,N/A
liveData.boxscore.teams.away.players.ID458731.position.type,N/A,str,N/A
liveData.boxscore.teams.away.players.ID458731.seasonStats.batting.airOuts,N/A,int,N/A
liveData.boxscore.teams.away.players.ID458731.seasonStats.batting.atBats,N/A,int,N/A
liveData.boxscore.teams.away.players.ID458731.seasonStats.batting.atBatsPerHomeRun,N/A,str,N/A
liveData.boxscore.teams.away.players.ID458731.seasonStats.batting.avg,N/A,str,N/A
liveData.boxscore.teams.away.players.ID458731.seasonStats.batting.babip,N/A,str,N/A
liveData.boxscore.teams.away.players.ID458731.seasonStats.batting.baseOnBalls,N/A,int,N/A
liveData.boxscore.teams.away.players.ID458731.seasonStats.batting.catchersInterference,N/A,int,N/A
liveData.boxscore.teams.away.players.ID458731.seasonStats.batting.caughtStealing,N/A,int,N/A
liveData.boxscore.teams.away.players.ID458731.seasonStats.batting.doubles,N/A,int,N/A
liveData.boxscore.teams.away.players.ID458731.seasonStats.batting.flyOuts,N/A,int,N/A
liveData.boxscore.teams.away.players.ID458731.seasonStats.batting.gamesPlayed,N/A,int,N/A
liveData.boxscore.teams.away.players.ID458731.seasonStats.batting.groundIntoDoublePlay,N/A,int,N/A
liveData.boxscore.teams.away.players.ID458731.seasonStats.batting.groundIntoTriplePlay,N/A,int,N/A
liveData.boxscore.teams.away.players.ID458731.seasonStats.batting.groundOuts,N/A,int,N/A
liveData.boxscore.teams.away.players.ID458731.seasonStats.batting.groundOutsToAirouts,N/A,str,N/A
liveData.boxscore.teams.away.players.ID458731.seasonStats.batting.hitByPitch,N/A,int,N/A
liveData.boxscore.teams.away.players.ID458731.seasonStats.batting.hits,N/A,int,N/A
liveData.boxscore.teams.away.players.ID458731.seasonStats.batting.homeRuns,N/A,int,N/A
liveData.boxscore.teams.away.players.ID458731.seasonStats.batting.intentionalWalks,N/A,int,N/A
liveData.boxscore.teams.away.players.ID458731.seasonStats.batting.leftOnBase,N/A,int,N/A
liveData.boxscore.teams.away.players.ID458731.seasonStats.batting.lineOuts,N/A,int,N/A
liveData.boxscore.teams.away.players.ID458731.seasonStats.batting.obp,N/A,str,N/A
liveData.boxscore.teams.away.players.ID458731.seasonStats.batting.ops,N/A,str,N/A
liveData.boxscore.teams.away.players.ID458731.seasonStats.batting.pickoffs,N/A,int,N/A
liveData.boxscore.teams.away.players.ID458731.seasonStats.batting.plateAppearances,N/A,int,N/A
liveData.boxscore.teams.away.players.ID458731.seasonStats.batting.popOuts,N/A,int,N/A
liveData.boxscore.teams.away.players.ID458731.seasonStats.batting.rbi,N/A,int,N/A
liveData.boxscore.teams.away.players.ID458731.seasonStats.batting.runs,N/A,int,N/A
liveData.boxscore.teams.away.players.ID458731.seasonStats.batting.sacBunts,N/A,int,N/A
liveData.boxscore.teams.away.players.ID458731.seasonStats.batting.sacFlies,N/A,int,N/A
liveData.boxscore.teams.away.players.ID458731.seasonStats.batting.slg,N/A,str,N/A
liveData.boxscore.teams.away.players.ID458731.seasonStats.batting.stolenBasePercentage,N/A,str,N/A
liveData.boxscore.teams.away.players.ID458731.seasonStats.batting.stolenBases,N/A,int,N/A
liveData.boxscore.teams.away.players.ID458731.seasonStats.batting.strikeOuts,N/A,int,N/A
liveData.boxscore.teams.away.players.ID458731.seasonStats.batting.totalBases,N/A,int,N/A
liveData.boxscore.teams.away.players.ID458731.seasonStats.batting.triples,N/A,int,N/A
liveData.boxscore.teams.away.players.ID458731.seasonStats.fielding.assists,N/A,int,N/A
liveData.boxscore.teams.away.players.ID458731.seasonStats.fielding.caughtStealing,N/A,int,N/A
liveData.boxscore.teams.away.players.ID458731.seasonStats.fielding.chances,N/A,int,N/A
liveData.boxscore.teams.away.players.ID458731.seasonStats.fielding.errors,N/A,int,N/A
liveData.boxscore.teams.away.players.ID458731.seasonStats.fielding.fielding,N/A,str,N/A
liveData.boxscore.teams.away.players.ID458731.seasonStats.fielding.gamesStarted,N/A,int,N/A
liveData.boxscore.teams.away.players.ID458731.seasonStats.fielding.passedBall,N/A,int,N/A
liveData.boxscore.teams.away.players.ID458731.seasonStats.fielding.pickoffs,N/A,int,N/A
liveData.boxscore.teams.away.players.ID458731.seasonStats.fielding.putOuts,N/A,int,N/A
liveData.boxscore.teams.away.players.ID458731.seasonStats.fielding.stolenBasePercentage,N/A,str,N/A
liveData.boxscore.teams.away.players.ID458731.seasonStats.fielding.stolenBases,N/A,int,N/A
liveData.boxscore.teams.away.players.ID458731.seasonStats.pitching.airOuts,N/A,int,N/A
liveData.boxscore.teams.away.players.ID458731.seasonStats.pitching.atBats,N/A,int,N/A
liveData.boxscore.teams.away.players.ID458731.seasonStats.pitching.balks,N/A,int,N/A
liveData.boxscore.teams.away.players.ID458731.seasonStats.pitching.balls,N/A,int,N/A
liveData.boxscore.teams.away.players.ID458731.seasonStats.pitching.baseOnBalls,N/A,int,N/A
liveData.boxscore.teams.away.players.ID458731.seasonStats.pitching.battersFaced,N/A,int,N/A
liveData.boxscore.teams.away.players.ID458731.seasonStats.pitching.blownSaves,N/A,int,N/A
liveData.boxscore.teams.away.players.ID458731.seasonStats.pitching.catchersInterference,N/A,int,N/A
liveData.boxscore.teams.away.players.ID458731.seasonStats.pitching.caughtStealing,N/A,int,N/A
liveData.boxscore.teams.away.players.ID458731.seasonStats.pitching.completeGames,N/A,int,N/A
liveData.boxscore.teams.away.players.ID458731.seasonStats.pitching.doubles,N/A,int,N/A
liveData.boxscore.teams.away.players.ID458731.seasonStats.pitching.earnedRuns,N/A,int,N/A
liveData.boxscore.teams.away.players.ID458731.seasonStats.pitching.era,N/A,str,N/A
liveData.boxscore.teams.away.players.ID458731.seasonStats.pitching.flyOuts,N/A,int,N/A
liveData.boxscore.teams.away.players.ID458731.seasonStats.pitching.gamesFinished,N/A,int,N/A
liveData.boxscore.teams.away.players.ID458731.seasonStats.pitching.gamesPitched,N/A,int,N/A
liveData.boxscore.teams.away.players.ID458731.seasonStats.pitching.gamesPlayed,N/A,int,N/A
liveData.boxscore.teams.away.players.ID458731.seasonStats.pitching.gamesStarted,N/A,int,N/A
liveData.boxscore.teams.away.players.ID458731.seasonStats.pitching.groundOuts,N/A,int,N/A
liveData.boxscore.teams.away.players.ID458731.seasonStats.pitching.groundOutsToAirouts,N/A,str,N/A
liveData.boxscore.teams.away.players.ID458731.seasonStats.pitching.hitBatsmen,N/A,int,N/A
liveData.boxscore.teams.away.players.ID458731.seasonStats.pitching.hitByPitch,N/A,int,N/A
liveData.boxscore.teams.away.players.ID458731.seasonStats.pitching.hits,N/A,int,N/A
liveData.boxscore.teams.away.players.ID458731.seasonStats.pitching.hitsPer9Inn,N/A,str,N/A
liveData.boxscore.teams.away.players.ID458731.seasonStats.pitching.holds,N/A,int,N/A
liveData.boxscore.teams.away.players.ID458731.seasonStats.pitching.homeRuns,N/A,int,N/A
liveData.boxscore.teams.away.players.ID458731.seasonStats.pitching.homeRunsPer9,N/A,str,N/A
liveData.boxscore.teams.away.players.ID458731.seasonStats.pitching.inheritedRunners,N/A,int,N/A
liveData.boxscore.teams.away.players.ID458731.seasonStats.pitching.inheritedRunnersScored,N/A,int,N/A
liveData.boxscore.teams.away.players.ID458731.seasonStats.pitching.inningsPitched,N/A,str,N/A
liveData.boxscore.teams.away.players.ID458731.seasonStats.pitching.intentionalWalks,N/A,int,N/A
liveData.boxscore.teams.away.players.ID458731.seasonStats.pitching.lineOuts,N/A,int,N/A
liveData.boxscore.teams.away.players.ID458731.seasonStats.pitching.losses,N/A,int,N/A
liveData.boxscore.teams.away.players.ID458731.seasonStats.pitching.numberOfPitches,N/A,int,N/A
liveData.boxscore.teams.away.players.ID458731.seasonStats.pitching.obp,N/A,str,N/A
liveData.boxscore.teams.away.players.ID458731.seasonStats.pitching.outs,N/A,int,N/A
liveData.boxscore.teams.away.players.ID458731.seasonStats.pitching.passedBall,N/A,int,N/A
liveData.boxscore.teams.away.players.ID458731.seasonStats.pitching.pickoffs,N/A,int,N/A
liveData.boxscore.teams.away.players.ID458731.seasonStats.pitching.pitchesPerInning,N/A,str,N/A
liveData.boxscore.teams.away.players.ID458731.seasonStats.pitching.popOuts,N/A,int,N/A
liveData.boxscore.teams.away.players.ID458731.seasonStats.pitching.rbi,N/A,int,N/A
liveData.boxscore.teams.away.players.ID458731.seasonStats.pitching.runs,N/A,int,N/A
liveData.boxscore.teams.away.players.ID458731.seasonStats.pitching.runsScoredPer9,N/A,str,N/A
liveData.boxscore.teams.away.players.ID458731.seasonStats.pitching.sacBunts,N/A,int,N/A
liveData.boxscore.teams.away.players.ID458731.seasonStats.pitching.sacFlies,N/A,int,N/A
liveData.boxscore.teams.away.players.ID458731.seasonStats.pitching.saveOpportunities,N/A,int,N/A
liveData.boxscore.teams.away.players.ID458731.seasonStats.pitching.saves,N/A,int,N/A
liveData.boxscore.teams.away.players.ID458731.seasonStats.pitching.shutouts,N/A,int,N/A
liveData.boxscore.teams.away.players.ID458731.seasonStats.pitching.stolenBasePercentage,N/A,str,N/A
liveData.boxscore.teams.away.players.ID458731.seasonStats.pitching.stolenBases,N/A,int,N/A
liveData.boxscore.teams.away.players.ID458731.seasonStats.pitching.strikeOuts,N/A,int,N/A
liveData.boxscore.teams.away.players.ID458731.seasonStats.pitching.strikePercentage,N/A,str,N/A
liveData.boxscore.teams.away.players.ID458731.seasonStats.pitching.strikeoutWalkRatio,N/A,str,N/A
liveData.boxscore.teams.away.players.ID458731.seasonStats.pitching.strikeoutsPer9Inn,N/A,str,N/A
liveData.boxscore.teams.away.players.ID458731.seasonStats.pitching.strikes,N/A,int,N/A
liveData.boxscore.teams.away.players.ID458731.seasonStats.pitching.triples,N/A,int,N/A
liveData.boxscore.teams.away.players.ID458731.seasonStats.pitching.walksPer9Inn,N/A,str,N/A
liveData.boxscore.teams.away.players.ID458731.seasonStats.pitching.whip,N/A,str,N/A
liveData.boxscore.teams.away.players.ID458731.seasonStats.pitching.wildPitches,N/A,int,N/A
liveData.boxscore.teams.away.players.ID458731.seasonStats.pitching.winPercentage,N/A,str,N/A
liveData.boxscore.teams.away.players.ID458731.seasonStats.pitching.wins,N/A,int,N/A
liveData.boxscore.teams.away.players.ID458731.stats.batting.airOuts,N/A,int,N/A
liveData.boxscore.teams.away.players.ID458731.stats.batting.atBats,N/A,int,N/A
liveData.boxscore.teams.away.players.ID458731.stats.batting.atBatsPerHomeRun,N/A,str,N/A
liveData.boxscore.teams.away.players.ID458731.stats.batting.baseOnBalls,N/A,int,N/A
liveData.boxscore.teams.away.players.ID458731.stats.batting.catchersInterference,N/A,int,N/A
liveData.boxscore.teams.away.players.ID458731.stats.batting.caughtStealing,N/A,int,N/A
liveData.boxscore.teams.away.players.ID458731.stats.batting.doubles,N/A,int,N/A
liveData.boxscore.teams.away.players.ID458731.stats.batting.flyOuts,N/A,int,N/A
liveData.boxscore.teams.away.players.ID458731.stats.batting.gamesPlayed,N/A,int,N/A
liveData.boxscore.teams.away.players.ID458731.stats.batting.groundIntoDoublePlay,N/A,int,N/A
liveData.boxscore.teams.away.players.ID458731.stats.batting.groundIntoTriplePlay,N/A,int,N/A
liveData.boxscore.teams.away.players.ID458731.stats.batting.groundOuts,N/A,int,N/A
liveData.boxscore.teams.away.players.ID458731.stats.batting.hitByPitch,N/A,int,N/A
liveData.boxscore.teams.away.players.ID458731.stats.batting.hits,N/A,int,N/A
liveData.boxscore.teams.away.players.ID458731.stats.batting.homeRuns,N/A,int,N/A
liveData.boxscore.teams.away.players.ID458731.stats.batting.intentionalWalks,N/A,int,N/A
liveData.boxscore.teams.away.players.ID458731.stats.batting.leftOnBase,N/A,int,N/A
liveData.boxscore.teams.away.players.ID458731.stats.batting.lineOuts,N/A,int,N/A
liveData.boxscore.teams.away.players.ID458731.stats.batting.pickoffs,N/A,int,N/A
liveData.boxscore.teams.away.players.ID458731.stats.batting.plateAppearances,N/A,int,N/A
liveData.boxscore.teams.away.players.ID458731.stats.batting.popOuts,N/A,int,N/A
liveData.boxscore.teams.away.players.ID458731.stats.batting.rbi,N/A,int,N/A
liveData.boxscore.teams.away.players.ID458731.stats.batting.runs,N/A,int,N/A
liveData.boxscore.teams.away.players.ID458731.stats.batting.sacBunts,N/A,int,N/A
liveData.boxscore.teams.away.players.ID458731.stats.batting.sacFlies,N/A,int,N/A
liveData.boxscore.teams.away.players.ID458731.stats.batting.stolenBasePercentage,N/A,str,N/A
liveData.boxscore.teams.away.players.ID458731.stats.batting.stolenBases,N/A,int,N/A
liveData.boxscore.teams.away.players.ID458731.stats.batting.strikeOuts,N/A,int,N/A
liveData.boxscore.teams.away.players.ID458731.stats.batting.summary,N/A,str,N/A
liveData.boxscore.teams.away.players.ID458731.stats.batting.totalBases,N/A,int,N/A
liveData.boxscore.teams.away.players.ID458731.stats.batting.triples,N/A,int,N/A
liveData.boxscore.teams.away.players.ID458731.stats.fielding.assists,N/A,int,N/A
liveData.boxscore.teams.away.players.ID458731.stats.fielding.caughtStealing,N/A,int,N/A
liveData.boxscore.teams.away.players.ID458731.stats.fielding.chances,N/A,int,N/A
liveData.boxscore.teams.away.players.ID458731.stats.fielding.errors,N/A,int,N/A
liveData.boxscore.teams.away.players.ID458731.stats.fielding.fielding,N/A,str,N/A
liveData.boxscore.teams.away.players.ID458731.stats.fielding.gamesStarted,N/A,int,N/A
liveData.boxscore.teams.away.players.ID458731.stats.fielding.passedBall,N/A,int,N/A
liveData.boxscore.teams.away.players.ID458731.stats.fielding.pickoffs,N/A,int,N/A
liveData.boxscore.teams.away.players.ID458731.stats.fielding.putOuts,N/A,int,N/A
liveData.boxscore.teams.away.players.ID458731.stats.fielding.stolenBasePercentage,N/A,str,N/A
liveData.boxscore.teams.away.players.ID458731.stats.fielding.stolenBases,N/A,int,N/A
liveData.boxscore.teams.away.players.ID458731.status.code,N/A,str,N/A
liveData.boxscore.teams.away.players.ID458731.status.description,N/A,str,N/A
liveData.boxscore.teams.away.players.ID461833.gameStatus.isCurrentBatter,N/A,bool,N/A
liveData.boxscore.teams.away.players.ID461833.gameStatus.isCurrentPitcher,N/A,bool,N/A
liveData.boxscore.teams.away.players.ID461833.gameStatus.isOnBench,N/A,bool,N/A
liveData.boxscore.teams.away.players.ID461833.gameStatus.isSubstitute,N/A,bool,N/A
liveData.boxscore.teams.away.players.ID461833.jerseyNumber,N/A,str,N/A
liveData.boxscore.teams.away.players.ID461833.parentTeamId,N/A,int,N/A
liveData.boxscore.teams.away.players.ID461833.person.fullName,N/A,str,N/A
liveData.boxscore.teams.away.players.ID461833.person.id,N/A,int,N/A
liveData.boxscore.teams.away.players.ID461833.person.link,N/A,str,N/A
liveData.boxscore.teams.away.players.ID461833.position.abbreviation,N/A,str,N/A
liveData.boxscore.teams.away.players.ID461833.position.code,N/A,str,N/A
liveData.boxscore.teams.away.players.ID461833.position.name,N/A,str,N/A
liveData.boxscore.teams.away.players.ID461833.position.type,N/A,str,N/A
liveData.boxscore.teams.away.players.ID461833.seasonStats.batting.airOuts,N/A,int,N/A
liveData.boxscore.teams.away.players.ID461833.seasonStats.batting.atBats,N/A,int,N/A
liveData.boxscore.teams.away.players.ID461833.seasonStats.batting.atBatsPerHomeRun,N/A,str,N/A
liveData.boxscore.teams.away.players.ID461833.seasonStats.batting.avg,N/A,str,N/A
liveData.boxscore.teams.away.players.ID461833.seasonStats.batting.babip,N/A,str,N/A
liveData.boxscore.teams.away.players.ID461833.seasonStats.batting.baseOnBalls,N/A,int,N/A
liveData.boxscore.teams.away.players.ID461833.seasonStats.batting.catchersInterference,N/A,int,N/A
liveData.boxscore.teams.away.players.ID461833.seasonStats.batting.caughtStealing,N/A,int,N/A
liveData.boxscore.teams.away.players.ID461833.seasonStats.batting.doubles,N/A,int,N/A
liveData.boxscore.teams.away.players.ID461833.seasonStats.batting.flyOuts,N/A,int,N/A
liveData.boxscore.teams.away.players.ID461833.seasonStats.batting.gamesPlayed,N/A,int,N/A
liveData.boxscore.teams.away.players.ID461833.seasonStats.batting.groundIntoDoublePlay,N/A,int,N/A
liveData.boxscore.teams.away.players.ID461833.seasonStats.batting.groundIntoTriplePlay,N/A,int,N/A
liveData.boxscore.teams.away.players.ID461833.seasonStats.batting.groundOuts,N/A,int,N/A
liveData.boxscore.teams.away.players.ID461833.seasonStats.batting.groundOutsToAirouts,N/A,str,N/A
liveData.boxscore.teams.away.players.ID461833.seasonStats.batting.hitByPitch,N/A,int,N/A
liveData.boxscore.teams.away.players.ID461833.seasonStats.batting.hits,N/A,int,N/A
liveData.boxscore.teams.away.players.ID461833.seasonStats.batting.homeRuns,N/A,int,N/A
liveData.boxscore.teams.away.players.ID461833.seasonStats.batting.intentionalWalks,N/A,int,N/A
liveData.boxscore.teams.away.players.ID461833.seasonStats.batting.leftOnBase,N/A,int,N/A
liveData.boxscore.teams.away.players.ID461833.seasonStats.batting.lineOuts,N/A,int,N/A
liveData.boxscore.teams.away.players.ID461833.seasonStats.batting.obp,N/A,str,N/A
liveData.boxscore.teams.away.players.ID461833.seasonStats.batting.ops,N/A,str,N/A
liveData.boxscore.teams.away.players.ID461833.seasonStats.batting.pickoffs,N/A,int,N/A
liveData.boxscore.teams.away.players.ID461833.seasonStats.batting.plateAppearances,N/A,int,N/A
liveData.boxscore.teams.away.players.ID461833.seasonStats.batting.popOuts,N/A,int,N/A
liveData.boxscore.teams.away.players.ID461833.seasonStats.batting.rbi,N/A,int,N/A
liveData.boxscore.teams.away.players.ID461833.seasonStats.batting.runs,N/A,int,N/A
liveData.boxscore.teams.away.players.ID461833.seasonStats.batting.sacBunts,N/A,int,N/A
liveData.boxscore.teams.away.players.ID461833.seasonStats.batting.sacFlies,N/A,int,N/A
liveData.boxscore.teams.away.players.ID461833.seasonStats.batting.slg,N/A,str,N/A
liveData.boxscore.teams.away.players.ID461833.seasonStats.batting.stolenBasePercentage,N/A,str,N/A
liveData.boxscore.teams.away.players.ID461833.seasonStats.batting.stolenBases,N/A,int,N/A
liveData.boxscore.teams.away.players.ID461833.seasonStats.batting.strikeOuts,N/A,int,N/A
liveData.boxscore.teams.away.players.ID461833.seasonStats.batting.totalBases,N/A,int,N/A
liveData.boxscore.teams.away.players.ID461833.seasonStats.batting.triples,N/A,int,N/A
liveData.boxscore.teams.away.players.ID461833.seasonStats.fielding.assists,N/A,int,N/A
liveData.boxscore.teams.away.players.ID461833.seasonStats.fielding.caughtStealing,N/A,int,N/A
liveData.boxscore.teams.away.players.ID461833.seasonStats.fielding.chances,N/A,int,N/A
liveData.boxscore.teams.away.players.ID461833.seasonStats.fielding.errors,N/A,int,N/A
liveData.boxscore.teams.away.players.ID461833.seasonStats.fielding.fielding,N/A,str,N/A
liveData.boxscore.teams.away.players.ID461833.seasonStats.fielding.passedBall,N/A,int,N/A
liveData.boxscore.teams.away.players.ID461833.seasonStats.fielding.pickoffs,N/A,int,N/A
liveData.boxscore.teams.away.players.ID461833.seasonStats.fielding.putOuts,N/A,int,N/A
liveData.boxscore.teams.away.players.ID461833.seasonStats.fielding.stolenBasePercentage,N/A,str,N/A
liveData.boxscore.teams.away.players.ID461833.seasonStats.fielding.stolenBases,N/A,int,N/A
liveData.boxscore.teams.away.players.ID461833.seasonStats.pitching.airOuts,N/A,int,N/A
liveData.boxscore.teams.away.players.ID461833.seasonStats.pitching.atBats,N/A,int,N/A
liveData.boxscore.teams.away.players.ID461833.seasonStats.pitching.balks,N/A,int,N/A
liveData.boxscore.teams.away.players.ID461833.seasonStats.pitching.balls,N/A,int,N/A
liveData.boxscore.teams.away.players.ID461833.seasonStats.pitching.baseOnBalls,N/A,int,N/A
liveData.boxscore.teams.away.players.ID461833.seasonStats.pitching.battersFaced,N/A,int,N/A
liveData.boxscore.teams.away.players.ID461833.seasonStats.pitching.blownSaves,N/A,int,N/A
liveData.boxscore.teams.away.players.ID461833.seasonStats.pitching.catchersInterference,N/A,int,N/A
liveData.boxscore.teams.away.players.ID461833.seasonStats.pitching.caughtStealing,N/A,int,N/A
liveData.boxscore.teams.away.players.ID461833.seasonStats.pitching.completeGames,N/A,int,N/A
liveData.boxscore.teams.away.players.ID461833.seasonStats.pitching.doubles,N/A,int,N/A
liveData.boxscore.teams.away.players.ID461833.seasonStats.pitching.earnedRuns,N/A,int,N/A
liveData.boxscore.teams.away.players.ID461833.seasonStats.pitching.era,N/A,str,N/A
liveData.boxscore.teams.away.players.ID461833.seasonStats.pitching.flyOuts,N/A,int,N/A
liveData.boxscore.teams.away.players.ID461833.seasonStats.pitching.gamesFinished,N/A,int,N/A
liveData.boxscore.teams.away.players.ID461833.seasonStats.pitching.gamesPitched,N/A,int,N/A
liveData.boxscore.teams.away.players.ID461833.seasonStats.pitching.gamesPlayed,N/A,int,N/A
liveData.boxscore.teams.away.players.ID461833.seasonStats.pitching.gamesStarted,N/A,int,N/A
liveData.boxscore.teams.away.players.ID461833.seasonStats.pitching.groundOuts,N/A,int,N/A
liveData.boxscore.teams.away.players.ID461833.seasonStats.pitching.groundOutsToAirouts,N/A,str,N/A
liveData.boxscore.teams.away.players.ID461833.seasonStats.pitching.hitBatsmen,N/A,int,N/A
liveData.boxscore.teams.away.players.ID461833.seasonStats.pitching.hitByPitch,N/A,int,N/A
liveData.boxscore.teams.away.players.ID461833.seasonStats.pitching.hits,N/A,int,N/A
liveData.boxscore.teams.away.players.ID461833.seasonStats.pitching.hitsPer9Inn,N/A,str,N/A
liveData.boxscore.teams.away.players.ID461833.seasonStats.pitching.holds,N/A,int,N/A
liveData.boxscore.teams.away.players.ID461833.seasonStats.pitching.homeRuns,N/A,int,N/A
liveData.boxscore.teams.away.players.ID461833.seasonStats.pitching.homeRunsPer9,N/A,str,N/A
liveData.boxscore.teams.away.players.ID461833.seasonStats.pitching.inheritedRunners,N/A,int,N/A
liveData.boxscore.teams.away.players.ID461833.seasonStats.pitching.inheritedRunnersScored,N/A,int,N/A
liveData.boxscore.teams.away.players.ID461833.seasonStats.pitching.inningsPitched,N/A,str,N/A
liveData.boxscore.teams.away.players.ID461833.seasonStats.pitching.intentionalWalks,N/A,int,N/A
liveData.boxscore.teams.away.players.ID461833.seasonStats.pitching.lineOuts,N/A,int,N/A
liveData.boxscore.teams.away.players.ID461833.seasonStats.pitching.losses,N/A,int,N/A
