path,Statcast,PitchFX,Pre-tracking
gameData.players.ID120074.primaryPosition.type,N/A,str,N/A
gameData.players.ID120074.strikeZoneBottom,N/A,float,N/A
gameData.players.ID120074.strikeZoneTop,N/A,float,N/A
gameData.players.ID120074.useLastName,N/A,str,N/A
gameData.players.ID120074.useName,N/A,str,N/A
gameData.players.ID120074.weight,N/A,int,N/A
gameData.players.ID120221.active,N/A,bool,N/A
gameData.players.ID120221.batSide.code,N/A,str,N/A
gameData.players.ID120221.batSide.description,N/A,str,N/A
gameData.players.ID120221.birthCity,N/A,str,N/A
gameData.players.ID120221.birthCountry,N/A,str,N/A
gameData.players.ID120221.birthDate,N/A,str,N/A
gameData.players.ID120221.boxscoreName,N/A,str,N/A
gameData.players.ID120221.currentAge,N/A,int,N/A
gameData.players.ID120221.firstLastName,N/A,str,N/A
gameData.players.ID120221.firstName,N/A,str,N/A
gameData.players.ID120221.fullFMLName,N/A,str,N/A
gameData.players.ID120221.fullLFMName,N/A,str,N/A
gameData.players.ID120221.fullName,N/A,str,N/A
gameData.players.ID120221.gender,N/A,str,N/A
gameData.players.ID120221.height,N/A,str,N/A
gameData.players.ID120221.id,N/A,int,N/A
gameData.players.ID120221.initLastName,N/A,str,N/A
gameData.players.ID120221.isPlayer,N/A,bool,N/A
gameData.players.ID120221.isVerified,N/A,bool,N/A
gameData.players.ID120221.lastFirstName,N/A,str,N/A
gameData.players.ID120221.lastInitName,N/A,str,N/A
gameData.players.ID120221.lastName,N/A,str,N/A
gameData.players.ID120221.lastPlayedDate,N/A,str,N/A
gameData.players.ID120221.link,N/A,str,N/A
gameData.players.ID120221.mlbDebutDate,N/A,str,N/A
gameData.players.ID120221.nameFirstLast,N/A,str,N/A
gameData.players.ID120221.nameSlug,N/A,str,N/A
gameData.players.ID120221.pitchHand.code,N/A,str,N/A
gameData.players.ID120221.pitchHand.description,N/A,str,N/A
gameData.players.ID120221.primaryNumber,N/A,str,N/A
gameData.players.ID120221.primaryPosition.abbreviation,N/A,str,N/A
gameData.players.ID120221.primaryPosition.code,N/A,str,N/A
gameData.players.ID120221.primaryPosition.name,N/A,str,N/A
gameData.players.ID120221.primaryPosition.type,N/A,str,N/A
gameData.players.ID120221.strikeZoneBottom,N/A,float,N/A
gameData.players.ID120221.strikeZoneTop,N/A,float,N/A
gameData.players.ID120221.useLastName,N/A,str,N/A
gameData.players.ID120221.useName,N/A,str,N/A
gameData.players.ID120221.weight,N/A,int,N/A
gameData.players.ID120485.active,N/A,bool,N/A
gameData.players.ID120485.batSide.code,N/A,str,N/A
gameData.players.ID120485.batSide.description,N/A,str,N/A
gameData.players.ID120485.birthCity,N/A,str,N/A
gameData.players.ID120485.birthCountry,N/A,str,N/A
gameData.players.ID120485.birthDate,N/A,str,N/A
gameData.players.ID120485.birthStateProvince,N/A,str,N/A
gameData.players.ID120485.boxscoreName,N/A,str,N/A
gameData.players.ID120485.currentAge,N/A,int,N/A
gameData.players.ID120485.draftYear,N/A,int,N/A
gameData.players.ID120485.firstLastName,N/A,str,N/A
gameData.players.ID120485.firstName,N/A,str,N/A
gameData.players.ID120485.fullFMLName,N/A,str,N/A
gameData.players.ID120485.fullLFMName,N/A,str,N/A
gameData.players.ID120485.fullName,N/A,str,N/A
gameData.players.ID120485.gender,N/A,str,N/A
gameData.players.ID120485.height,N/A,str,N/A
gameData.players.ID120485.id,N/A,int,N/A
gameData.players.ID120485.initLastName,N/A,str,N/A
gameData.players.ID120485.isPlayer,N/A,bool,N/A
gameData.players.ID120485.isVerified,N/A,bool,N/A
gameData.players.ID120485.lastFirstName,N/A,str,N/A
gameData.players.ID120485.lastInitName,N/A,str,N/A
gameData.players.ID120485.lastName,N/A,str,N/A
gameData.players.ID120485.lastPlayedDate,N/A,str,N/A
gameData.players.ID120485.link,N/A,str,N/A
gameData.players.ID120485.middleName,N/A,str,N/A
gameData.players.ID120485.mlbDebutDate,N/A,str,N/A
gameData.players.ID120485.nameFirstLast,N/A,str,N/A
gameData.players.ID120485.nameSlug,N/A,str,N/A
gameData.players.ID120485.pitchHand.code,N/A,str,N/A
gameData.players.ID120485.pitchHand.description,N/A,str,N/A
gameData.players.ID120485.primaryNumber,N/A,str,N/A
gameData.players.ID120485.primaryPosition.abbreviation,N/A,str,N/A
gameData.players.ID120485.primaryPosition.code,N/A,str,N/A
gameData.players.ID120485.primaryPosition.name,N/A,str,N/A
gameData.players.ID120485.primaryPosition.type,N/A,str,N/A
gameData.players.ID120485.strikeZoneBottom,N/A,float,N/A
gameData.players.ID120485.strikeZoneTop,N/A,float,N/A
gameData.players.ID120485.useLastName,N/A,str,N/A
gameData.players.ID120485.useName,N/A,str,N/A
gameData.players.ID120485.weight,N/A,int,N/A
gameData.players.ID120536.active,N/A,N/A,bool
gameData.players.ID120536.batSide.code,N/A,N/A,str
gameData.players.ID120536.batSide.description,N/A,N/A,str
gameData.players.ID120536.birthCity,N/A,N/A,str
gameData.players.ID120536.birthCountry,N/A,N/A,str
gameData.players.ID120536.birthDate,N/A,N/A,str
gameData.players.ID120536.birthStateProvince,N/A,N/A,str
gameData.players.ID120536.boxscoreName,N/A,N/A,str
gameData.players.ID120536.currentAge,N/A,N/A,int
gameData.players.ID120536.draftYear,N/A,N/A,int
gameData.players.ID120536.firstLastName,N/A,N/A,str
gameData.players.ID120536.firstName,N/A,N/A,str
gameData.players.ID120536.fullFMLName,N/A,N/A,str
gameData.players.ID120536.fullLFMName,N/A,N/A,str
gameData.players.ID120536.fullName,N/A,N/A,str
gameData.players.ID120536.gender,N/A,N/A,str
gameData.players.ID120536.height,N/A,N/A,str
gameData.players.ID120536.id,N/A,N/A,int
gameData.players.ID120536.initLastName,N/A,N/A,str
gameData.players.ID120536.isPlayer,N/A,N/A,bool
gameData.players.ID120536.isVerified,N/A,N/A,bool
gameData.players.ID120536.lastFirstName,N/A,N/A,str
gameData.players.ID120536.lastInitName,N/A,N/A,str
gameData.players.ID120536.lastName,N/A,N/A,str
gameData.players.ID120536.lastPlayedDate,N/A,N/A,str
gameData.players.ID120536.link,N/A,N/A,str
gameData.players.ID120536.middleName,N/A,N/A,str
gameData.players.ID120536.mlbDebutDate,N/A,N/A,str
gameData.players.ID120536.nameFirstLast,N/A,N/A,str
gameData.players.ID120536.nameSlug,N/A,N/A,str
gameData.players.ID120536.pitchHand.code,N/A,N/A,str
gameData.players.ID120536.pitchHand.description,N/A,N/A,str
gameData.players.ID120536.primaryNumber,N/A,N/A,str
gameData.players.ID120536.primaryPosition.abbreviation,N/A,N/A,str
gameData.players.ID120536.primaryPosition.code,N/A,N/A,str
gameData.players.ID120536.primaryPosition.name,N/A,N/A,str
gameData.players.ID120536.primaryPosition.type,N/A,N/A,str
gameData.players.ID120536.strikeZoneBottom,N/A,N/A,float
gameData.players.ID120536.strikeZoneTop,N/A,N/A,float
gameData.players.ID120536.useLastName,N/A,N/A,str
gameData.players.ID120536.useName,N/A,N/A,str
gameData.players.ID120536.weight,N/A,N/A,int
gameData.players.ID120691.active,N/A,bool,N/A
gameData.players.ID120691.batSide.code,N/A,str,N/A
gameData.players.ID120691.batSide.description,N/A,str,N/A
gameData.players.ID120691.birthCity,N/A,str,N/A
gameData.players.ID120691.birthCountry,N/A,str,N/A
gameData.players.ID120691.birthDate,N/A,str,N/A
gameData.players.ID120691.boxscoreName,N/A,str,N/A
gameData.players.ID120691.currentAge,N/A,int,N/A
gameData.players.ID120691.draftYear,N/A,int,N/A
gameData.players.ID120691.firstLastName,N/A,str,N/A
gameData.players.ID120691.firstName,N/A,str,N/A
gameData.players.ID120691.fullFMLName,N/A,str,N/A
gameData.players.ID120691.fullLFMName,N/A,str,N/A
gameData.players.ID120691.fullName,N/A,str,N/A
gameData.players.ID120691.gender,N/A,str,N/A
gameData.players.ID120691.height,N/A,str,N/A
gameData.players.ID120691.id,N/A,int,N/A
gameData.players.ID120691.initLastName,N/A,str,N/A
gameData.players.ID120691.isPlayer,N/A,bool,N/A
gameData.players.ID120691.isVerified,N/A,bool,N/A
gameData.players.ID120691.lastFirstName,N/A,str,N/A
gameData.players.ID120691.lastInitName,N/A,str,N/A
gameData.players.ID120691.lastName,N/A,str,N/A
gameData.players.ID120691.lastPlayedDate,N/A,str,N/A
gameData.players.ID120691.link,N/A,str,N/A
gameData.players.ID120691.middleName,N/A,str,N/A
gameData.players.ID120691.mlbDebutDate,N/A,str,N/A
gameData.players.ID120691.nameFirstLast,N/A,str,N/A
gameData.players.ID120691.nameMatrilineal,N/A,str,N/A
gameData.players.ID120691.nameSlug,N/A,str,N/A
gameData.players.ID120691.pitchHand.code,N/A,str,N/A
gameData.players.ID120691.pitchHand.description,N/A,str,N/A
gameData.players.ID120691.primaryNumber,N/A,str,N/A
gameData.players.ID120691.primaryPosition.abbreviation,N/A,str,N/A
gameData.players.ID120691.primaryPosition.code,N/A,str,N/A
gameData.players.ID120691.primaryPosition.name,N/A,str,N/A
gameData.players.ID120691.primaryPosition.type,N/A,str,N/A
gameData.players.ID120691.strikeZoneBottom,N/A,float,N/A
gameData.players.ID120691.strikeZoneTop,N/A,float,N/A
gameData.players.ID120691.useLastName,N/A,str,N/A
gameData.players.ID120691.useName,N/A,str,N/A
gameData.players.ID120691.weight,N/A,int,N/A
gameData.players.ID121250.active,N/A,bool,N/A
gameData.players.ID121250.batSide.code,N/A,str,N/A
gameData.players.ID121250.batSide.description,N/A,str,N/A
gameData.players.ID121250.birthCity,N/A,str,N/A
gameData.players.ID121250.birthCountry,N/A,str,N/A
gameData.players.ID121250.birthDate,N/A,str,N/A
gameData.players.ID121250.boxscoreName,N/A,str,N/A
gameData.players.ID121250.currentAge,N/A,int,N/A
gameData.players.ID121250.firstLastName,N/A,str,N/A
gameData.players.ID121250.firstName,N/A,str,N/A
gameData.players.ID121250.fullFMLName,N/A,str,N/A
gameData.players.ID121250.fullLFMName,N/A,str,N/A
gameData.players.ID121250.fullName,N/A,str,N/A
gameData.players.ID121250.gender,N/A,str,N/A
gameData.players.ID121250.height,N/A,str,N/A
gameData.players.ID121250.id,N/A,int,N/A
gameData.players.ID121250.initLastName,N/A,str,N/A
gameData.players.ID121250.isPlayer,N/A,bool,N/A
gameData.players.ID121250.isVerified,N/A,bool,N/A
gameData.players.ID121250.lastFirstName,N/A,str,N/A
gameData.players.ID121250.lastInitName,N/A,str,N/A
gameData.players.ID121250.lastName,N/A,str,N/A
gameData.players.ID121250.lastPlayedDate,N/A,str,N/A
gameData.players.ID121250.link,N/A,str,N/A
gameData.players.ID121250.mlbDebutDate,N/A,str,N/A
gameData.players.ID121250.nameFirstLast,N/A,str,N/A
gameData.players.ID121250.nameSlug,N/A,str,N/A
gameData.players.ID121250.nickName,N/A,str,N/A
gameData.players.ID121250.pitchHand.code,N/A,str,N/A
gameData.players.ID121250.pitchHand.description,N/A,str,N/A
gameData.players.ID121250.primaryNumber,N/A,str,N/A
gameData.players.ID121250.primaryPosition.abbreviation,N/A,str,N/A
gameData.players.ID121250.primaryPosition.code,N/A,str,N/A
gameData.players.ID121250.primaryPosition.name,N/A,str,N/A
gameData.players.ID121250.primaryPosition.type,N/A,str,N/A
gameData.players.ID121250.strikeZoneBottom,N/A,float,N/A
gameData.players.ID121250.strikeZoneTop,N/A,float,N/A
gameData.players.ID121250.useLastName,N/A,str,N/A
gameData.players.ID121250.useName,N/A,str,N/A
gameData.players.ID121250.weight,N/A,int,N/A
gameData.players.ID121347.active,N/A,bool,N/A
gameData.players.ID121347.batSide.code,N/A,str,N/A
gameData.players.ID121347.batSide.description,N/A,str,N/A
gameData.players.ID121347.birthCity,N/A,str,N/A
gameData.players.ID121347.birthCountry,N/A,str,N/A
gameData.players.ID121347.birthDate,N/A,str,N/A
gameData.players.ID121347.birthStateProvince,N/A,str,N/A
gameData.players.ID121347.boxscoreName,N/A,str,N/A
gameData.players.ID121347.currentAge,N/A,int,N/A
gameData.players.ID121347.draftYear,N/A,int,N/A
gameData.players.ID121347.firstLastName,N/A,str,N/A
gameData.players.ID121347.firstName,N/A,str,N/A
gameData.players.ID121347.fullFMLName,N/A,str,N/A
gameData.players.ID121347.fullLFMName,N/A,str,N/A
gameData.players.ID121347.fullName,N/A,str,N/A
gameData.players.ID121347.gender,N/A,str,N/A
gameData.players.ID121347.height,N/A,str,N/A
gameData.players.ID121347.id,N/A,int,N/A
gameData.players.ID121347.initLastName,N/A,str,N/A
gameData.players.ID121347.isPlayer,N/A,bool,N/A
gameData.players.ID121347.isVerified,N/A,bool,N/A
gameData.players.ID121347.lastFirstName,N/A,str,N/A
gameData.players.ID121347.lastInitName,N/A,str,N/A
gameData.players.ID121347.lastName,N/A,str,N/A
gameData.players.ID121347.lastPlayedDate,N/A,str,N/A
gameData.players.ID121347.link,N/A,str,N/A
gameData.players.ID121347.middleName,N/A,str,N/A
gameData.players.ID121347.mlbDebutDate,N/A,str,N/A
gameData.players.ID121347.nameFirstLast,N/A,str,N/A
gameData.players.ID121347.nameSlug,N/A,str,N/A
gameData.players.ID121347.nickName,N/A,str,N/A
gameData.players.ID121347.pitchHand.code,N/A,str,N/A
gameData.players.ID121347.pitchHand.description,N/A,str,N/A
gameData.players.ID121347.primaryNumber,N/A,str,N/A
gameData.players.ID121347.primaryPosition.abbreviation,N/A,str,N/A
gameData.players.ID121347.primaryPosition.code,N/A,str,N/A
gameData.players.ID121347.primaryPosition.name,N/A,str,N/A
gameData.players.ID121347.primaryPosition.type,N/A,str,N/A
gameData.players.ID121347.strikeZoneBottom,N/A,float,N/A
gameData.players.ID121347.strikeZoneTop,N/A,float,N/A
gameData.players.ID121347.useLastName,N/A,str,N/A
gameData.players.ID121347.useName,N/A,str,N/A
gameData.players.ID121347.weight,N/A,int,N/A
gameData.players.ID121357.active,N/A,N/A,bool
gameData.players.ID121357.batSide.code,N/A,N/A,str
gameData.players.ID121357.batSide.description,N/A,N/A,str
gameData.players.ID121357.birthCity,N/A,N/A,str
gameData.players.ID121357.birthCountry,N/A,N/A,str
gameData.players.ID121357.birthDate,N/A,N/A,str
gameData.players.ID121357.boxscoreName,N/A,N/A,str
gameData.players.ID121357.currentAge,N/A,N/A,int
gameData.players.ID121357.firstLastName,N/A,N/A,str
gameData.players.ID121357.firstName,N/A,N/A,str
gameData.players.ID121357.fullFMLName,N/A,N/A,str
gameData.players.ID121357.fullLFMName,N/A,N/A,str
gameData.players.ID121357.fullName,N/A,N/A,str
gameData.players.ID121357.gender,N/A,N/A,str
gameData.players.ID121357.height,N/A,N/A,str
gameData.players.ID121357.id,N/A,N/A,int
gameData.players.ID121357.initLastName,N/A,N/A,str
gameData.players.ID121357.isPlayer,N/A,N/A,bool
gameData.players.ID121357.isVerified,N/A,N/A,bool
gameData.players.ID121357.lastFirstName,N/A,N/A,str
gameData.players.ID121357.lastInitName,N/A,N/A,str
gameData.players.ID121357.lastName,N/A,N/A,str
gameData.players.ID121357.lastPlayedDate,N/A,N/A,str
gameData.players.ID121357.link,N/A,N/A,str
gameData.players.ID121357.middleName,N/A,N/A,str
gameData.players.ID121357.mlbDebutDate,N/A,N/A,str
gameData.players.ID121357.nameFirstLast,N/A,N/A,str
gameData.players.ID121357.nameMatrilineal,N/A,N/A,str
gameData.players.ID121357.nameSlug,N/A,N/A,str
gameData.players.ID121357.pitchHand.code,N/A,N/A,str
gameData.players.ID121357.pitchHand.description,N/A,N/A,str
gameData.players.ID121357.primaryNumber,N/A,N/A,str
gameData.players.ID121357.primaryPosition.abbreviation,N/A,N/A,str
gameData.players.ID121357.primaryPosition.code,N/A,N/A,str
gameData.players.ID121357.primaryPosition.name,N/A,N/A,str
gameData.players.ID121357.primaryPosition.type,N/A,N/A,str
gameData.players.ID121357.strikeZoneBottom,N/A,N/A,float
gameData.players.ID121357.strikeZoneTop,N/A,N/A,float
gameData.players.ID121357.useLastName,N/A,N/A,str
gameData.players.ID121357.useName,N/A,N/A,str
gameData.players.ID121357.weight,N/A,N/A,int
gameData.players.ID121363.active,N/A,N/A,bool
gameData.players.ID121363.batSide.code,N/A,N/A,str
gameData.players.ID121363.batSide.description,N/A,N/A,str
gameData.players.ID121363.birthCity,N/A,N/A,str
gameData.players.ID121363.birthCountry,N/A,N/A,str
gameData.players.ID121363.birthDate,N/A,N/A,str
gameData.players.ID121363.birthStateProvince,N/A,N/A,str
gameData.players.ID121363.boxscoreName,N/A,N/A,str
gameData.players.ID121363.currentAge,N/A,N/A,int
gameData.players.ID121363.draftYear,N/A,N/A,int
gameData.players.ID121363.firstLastName,N/A,N/A,str
gameData.players.ID121363.firstName,N/A,N/A,str
gameData.players.ID121363.fullFMLName,N/A,N/A,str
gameData.players.ID121363.fullLFMName,N/A,N/A,str
gameData.players.ID121363.fullName,N/A,N/A,str
gameData.players.ID121363.gender,N/A,N/A,str
gameData.players.ID121363.height,N/A,N/A,str
gameData.players.ID121363.id,N/A,N/A,int
gameData.players.ID121363.initLastName,N/A,N/A,str
gameData.players.ID121363.isPlayer,N/A,N/A,bool
gameData.players.ID121363.isVerified,N/A,N/A,bool
gameData.players.ID121363.lastFirstName,N/A,N/A,str
gameData.players.ID121363.lastInitName,N/A,N/A,str
gameData.players.ID121363.lastName,N/A,N/A,str
gameData.players.ID121363.lastPlayedDate,N/A,N/A,str
gameData.players.ID121363.link,N/A,N/A,str
gameData.players.ID121363.middleName,N/A,N/A,str
gameData.players.ID121363.mlbDebutDate,N/A,N/A,str
gameData.players.ID121363.nameFirstLast,N/A,N/A,str
gameData.players.ID121363.nameSlug,N/A,N/A,str
gameData.players.ID121363.pitchHand.code,N/A,N/A,str
gameData.players.ID121363.pitchHand.description,N/A,N/A,str
gameData.players.ID121363.primaryNumber,N/A,N/A,str
gameData.players.ID121363.primaryPosition.abbreviation,N/A,N/A,str
gameData.players.ID121363.primaryPosition.code,N/A,N/A,str
gameData.players.ID121363.primaryPosition.name,N/A,N/A,str
gameData.players.ID121363.primaryPosition.type,N/A,N/A,str
gameData.players.ID121363.strikeZoneBottom,N/A,N/A,float
gameData.players.ID121363.strikeZoneTop,N/A,N/A,float
gameData.players.ID121363.useLastName,N/A,N/A,str
gameData.players.ID121363.useName,N/A,N/A,str
gameData.players.ID121363.weight,N/A,N/A,int
gameData.players.ID122544.active,N/A,N/A,bool
gameData.players.ID122544.batSide.code,N/A,N/A,str
gameData.players.ID122544.batSide.description,N/A,N/A,str
gameData.players.ID122544.birthCity,N/A,N/A,str
gameData.players.ID122544.birthCountry,N/A,N/A,str
gameData.players.ID122544.birthDate,N/A,N/A,str
gameData.players.ID122544.boxscoreName,N/A,N/A,str
gameData.players.ID122544.currentAge,N/A,N/A,int
gameData.players.ID122544.firstLastName,N/A,N/A,str
gameData.players.ID122544.firstName,N/A,N/A,str
gameData.players.ID122544.fullFMLName,N/A,N/A,str
gameData.players.ID122544.fullLFMName,N/A,N/A,str
gameData.players.ID122544.fullName,N/A,N/A,str
gameData.players.ID122544.gender,N/A,N/A,str
gameData.players.ID122544.height,N/A,N/A,str
gameData.players.ID122544.id,N/A,N/A,int
gameData.players.ID122544.initLastName,N/A,N/A,str
gameData.players.ID122544.isPlayer,N/A,N/A,bool
gameData.players.ID122544.isVerified,N/A,N/A,bool
gameData.players.ID122544.lastFirstName,N/A,N/A,str
gameData.players.ID122544.lastInitName,N/A,N/A,str
gameData.players.ID122544.lastName,N/A,N/A,str
gameData.players.ID122544.lastPlayedDate,N/A,N/A,str
gameData.players.ID122544.link,N/A,N/A,str
gameData.players.ID122544.mlbDebutDate,N/A,N/A,str
gameData.players.ID122544.nameFirstLast,N/A,N/A,str
gameData.players.ID122544.nameMatrilineal,N/A,N/A,str
gameData.players.ID122544.nameSlug,N/A,N/A,str
gameData.players.ID122544.pitchHand.code,N/A,N/A,str
gameData.players.ID122544.pitchHand.description,N/A,N/A,str
gameData.players.ID122544.primaryNumber,N/A,N/A,str
gameData.players.ID122544.primaryPosition.abbreviation,N/A,N/A,str
gameData.players.ID122544.primaryPosition.code,N/A,N/A,str
gameData.players.ID122544.primaryPosition.name,N/A,N/A,str
gameData.players.ID122544.primaryPosition.type,N/A,N/A,str
gameData.players.ID122544.strikeZoneBottom,N/A,N/A,float
gameData.players.ID122544.strikeZoneTop,N/A,N/A,float
gameData.players.ID122544.useLastName,N/A,N/A,str
gameData.players.ID122544.useName,N/A,N/A,str
gameData.players.ID122544.weight,N/A,N/A,int
gameData.players.ID123660.active,N/A,bool,N/A
gameData.players.ID123660.batSide.code,N/A,str,N/A
gameData.players.ID123660.batSide.description,N/A,str,N/A
gameData.players.ID123660.birthCity,N/A,str,N/A
gameData.players.ID123660.birthCountry,N/A,str,N/A
gameData.players.ID123660.birthDate,N/A,str,N/A
gameData.players.ID123660.birthStateProvince,N/A,str,N/A
gameData.players.ID123660.boxscoreName,N/A,str,N/A
gameData.players.ID123660.currentAge,N/A,int,N/A
gameData.players.ID123660.draftYear,N/A,int,N/A
gameData.players.ID123660.firstLastName,N/A,str,N/A
gameData.players.ID123660.firstName,N/A,str,N/A
gameData.players.ID123660.fullFMLName,N/A,str,N/A
gameData.players.ID123660.fullLFMName,N/A,str,N/A
gameData.players.ID123660.fullName,N/A,str,N/A
gameData.players.ID123660.gender,N/A,str,N/A
gameData.players.ID123660.height,N/A,str,N/A
gameData.players.ID123660.id,N/A,int,N/A
gameData.players.ID123660.initLastName,N/A,str,N/A
gameData.players.ID123660.isPlayer,N/A,bool,N/A
gameData.players.ID123660.isVerified,N/A,bool,N/A
gameData.players.ID123660.lastFirstName,N/A,str,N/A
gameData.players.ID123660.lastInitName,N/A,str,N/A
gameData.players.ID123660.lastName,N/A,str,N/A
gameData.players.ID123660.lastPlayedDate,N/A,str,N/A
gameData.players.ID123660.link,N/A,str,N/A
gameData.players.ID123660.middleName,N/A,str,N/A
gameData.players.ID123660.mlbDebutDate,N/A,str,N/A
gameData.players.ID123660.nameFirstLast,N/A,str,N/A
gameData.players.ID123660.nameSlug,N/A,str,N/A
gameData.players.ID123660.nickName,N/A,str,N/A
gameData.players.ID123660.pitchHand.code,N/A,str,N/A
gameData.players.ID123660.pitchHand.description,N/A,str,N/A
gameData.players.ID123660.primaryNumber,N/A,str,N/A
gameData.players.ID123660.primaryPosition.abbreviation,N/A,str,N/A
gameData.players.ID123660.primaryPosition.code,N/A,str,N/A
gameData.players.ID123660.primaryPosition.name,N/A,str,N/A
gameData.players.ID123660.primaryPosition.type,N/A,str,N/A
gameData.players.ID123660.strikeZoneBottom,N/A,float,N/A
gameData.players.ID123660.strikeZoneTop,N/A,float,N/A
gameData.players.ID123660.useLastName,N/A,str,N/A
gameData.players.ID123660.useName,N/A,str,N/A
gameData.players.ID123660.weight,N/A,int,N/A
gameData.players.ID123697.active,N/A,N/A,bool
gameData.players.ID123697.batSide.code,N/A,N/A,str
gameData.players.ID123697.batSide.description,N/A,N/A,str
gameData.players.ID123697.birthCity,N/A,N/A,str
gameData.players.ID123697.birthCountry,N/A,N/A,str
gameData.players.ID123697.birthDate,N/A,N/A,str
gameData.players.ID123697.birthStateProvince,N/A,N/A,str
gameData.players.ID123697.boxscoreName,N/A,N/A,str
gameData.players.ID123697.currentAge,N/A,N/A,int
gameData.players.ID123697.draftYear,N/A,N/A,int
gameData.players.ID123697.firstLastName,N/A,N/A,str
gameData.players.ID123697.firstName,N/A,N/A,str
gameData.players.ID123697.fullFMLName,N/A,N/A,str
gameData.players.ID123697.fullLFMName,N/A,N/A,str
gameData.players.ID123697.fullName,N/A,N/A,str
gameData.players.ID123697.gender,N/A,N/A,str
gameData.players.ID123697.height,N/A,N/A,str
gameData.players.ID123697.id,N/A,N/A,int
gameData.players.ID123697.initLastName,N/A,N/A,str
gameData.players.ID123697.isPlayer,N/A,N/A,bool
gameData.players.ID123697.isVerified,N/A,N/A,bool
gameData.players.ID123697.lastFirstName,N/A,N/A,str
gameData.players.ID123697.lastInitName,N/A,N/A,str
gameData.players.ID123697.lastName,N/A,N/A,str
gameData.players.ID123697.lastPlayedDate,N/A,N/A,str
gameData.players.ID123697.link,N/A,N/A,str
gameData.players.ID123697.middleName,N/A,N/A,str
gameData.players.ID123697.mlbDebutDate,N/A,N/A,str
gameData.players.ID123697.nameFirstLast,N/A,N/A,str
gameData.players.ID123697.nameSlug,N/A,N/A,str
gameData.players.ID123697.pitchHand.code,N/A,N/A,str
gameData.players.ID123697.pitchHand.description,N/A,N/A,str
gameData.players.ID123697.primaryNumber,N/A,N/A,str
gameData.players.ID123697.primaryPosition.abbreviation,N/A,N/A,str
gameData.players.ID123697.primaryPosition.code,N/A,N/A,str
gameData.players.ID123697.primaryPosition.name,N/A,N/A,str
gameData.players.ID123697.primaryPosition.type,N/A,N/A,str
gameData.players.ID123697.strikeZoneBottom,N/A,N/A,float
gameData.players.ID123697.strikeZoneTop,N/A,N/A,float
gameData.players.ID123697.useLastName,N/A,N/A,str
gameData.players.ID123697.useName,N/A,N/A,str
gameData.players.ID123697.weight,N/A,N/A,int
gameData.players.ID123801.active,N/A,bool,N/A
gameData.players.ID123801.batSide.code,N/A,str,N/A
gameData.players.ID123801.batSide.description,N/A,str,N/A
gameData.players.ID123801.birthCity,N/A,str,N/A
gameData.players.ID123801.birthCountry,N/A,str,N/A
gameData.players.ID123801.birthDate,N/A,str,N/A
gameData.players.ID123801.birthStateProvince,N/A,str,N/A
gameData.players.ID123801.boxscoreName,N/A,str,N/A
gameData.players.ID123801.currentAge,N/A,int,N/A
gameData.players.ID123801.deathCountry,N/A,str,N/A
gameData.players.ID123801.deathDate,N/A,str,N/A
gameData.players.ID123801.draftYear,N/A,int,N/A
gameData.players.ID123801.firstLastName,N/A,str,N/A
gameData.players.ID123801.firstName,N/A,str,N/A
gameData.players.ID123801.fullFMLName,N/A,str,N/A
gameData.players.ID123801.fullLFMName,N/A,str,N/A
gameData.players.ID123801.fullName,N/A,str,N/A
gameData.players.ID123801.gender,N/A,str,N/A
gameData.players.ID123801.height,N/A,str,N/A
gameData.players.ID123801.id,N/A,int,N/A
gameData.players.ID123801.initLastName,N/A,str,N/A
gameData.players.ID123801.isPlayer,N/A,bool,N/A
gameData.players.ID123801.isVerified,N/A,bool,N/A
gameData.players.ID123801.lastFirstName,N/A,str,N/A
gameData.players.ID123801.lastInitName,N/A,str,N/A
gameData.players.ID123801.lastName,N/A,str,N/A
gameData.players.ID123801.lastPlayedDate,N/A,str,N/A
gameData.players.ID123801.link,N/A,str,N/A
gameData.players.ID123801.middleName,N/A,str,N/A
gameData.players.ID123801.mlbDebutDate,N/A,str,N/A
gameData.players.ID123801.nameFirstLast,N/A,str,N/A
gameData.players.ID123801.nameSlug,N/A,str,N/A
gameData.players.ID123801.pitchHand.code,N/A,str,N/A
gameData.players.ID123801.pitchHand.description,N/A,str,N/A
gameData.players.ID123801.primaryNumber,N/A,str,N/A
gameData.players.ID123801.primaryPosition.abbreviation,N/A,str,N/A
gameData.players.ID123801.primaryPosition.code,N/A,str,N/A
gameData.players.ID123801.primaryPosition.name,N/A,str,N/A
gameData.players.ID123801.primaryPosition.type,N/A,str,N/A
gameData.players.ID123801.strikeZoneBottom,N/A,float,N/A
gameData.players.ID123801.strikeZoneTop,N/A,float,N/A
gameData.players.ID123801.useLastName,N/A,str,N/A
gameData.players.ID123801.useName,N/A,str,N/A
gameData.players.ID123801.weight,N/A,int,N/A
gameData.players.ID124084.active,N/A,N/A,bool
gameData.players.ID124084.batSide.code,N/A,N/A,str
gameData.players.ID124084.batSide.description,N/A,N/A,str
gameData.players.ID124084.birthCity,N/A,N/A,str
gameData.players.ID124084.birthCountry,N/A,N/A,str
gameData.players.ID124084.birthDate,N/A,N/A,str
gameData.players.ID124084.birthStateProvince,N/A,N/A,str
gameData.players.ID124084.boxscoreName,N/A,N/A,str
gameData.players.ID124084.currentAge,N/A,N/A,int
